id,max_,mean_,median_,min_,std_,wealth
454.0,0.0,0.0,0.0,0.0,0.0,-0.330225
455.0,0.0,0.0,0.0,0.0,0.0,-0.36557
456.0,0.0,0.0,0.0,0.0,0.0,-0.29715
457.0,0.0,0.0,0.0,0.0,0.0,-0.4232
458.0,0.0,0.0,0.0,0.0,0.0,-0.308775
459.0,8.0,0.8,0.0,0.0,2.18174242293,-0.024985
460.0,62.0,33.88,31.5,7.0,18.8293812963,1.780695
461.0,62.0,29.42,22.0,0.0,20.0829181147,2.547345
462.0,0.0,0.0,0.0,0.0,0.0,-0.522915
463.0,0.0,0.0,0.0,0.0,0.0,-0.40975
464.0,14.0,3.86,0.0,0.0,4.4385132646,-0.316415
465.0,0.0,0.0,0.0,0.0,0.0,-0.50576
466.0,0.0,0.0,0.0,0.0,0.0,-0.10028
467.0,7.0,0.93,0.0,0.0,2.31194723123,0.12371
468.0,7.0,0.62,0.0,0.0,1.86429611382,-0.572355
469.0,0.0,0.0,0.0,0.0,0.0,-0.42667
470.0,0.0,0.0,0.0,0.0,0.0,-0.45228
471.0,0.0,0.0,0.0,0.0,0.0,-0.602765
472.0,0.0,0.0,0.0,0.0,0.0,-0.07872
473.0,0.0,0.0,0.0,0.0,0.0,-0.180235
474.0,6.0,0.18,0.0,0.0,1.02352332655,-0.519535
475.0,0.0,0.0,0.0,0.0,0.0,-0.413445
476.0,6.0,0.12,0.0,0.0,0.84,-0.44463
477.0,61.0,24.96,19.5,0.0,16.5141878396,-0.04091
478.0,0.0,0.0,0.0,0.0,0.0,-0.39664
479.0,0.0,0.0,0.0,0.0,0.0,-0.649635
480.0,11.0,2.11,0.0,0.0,3.56621648249,-0.41096
481.0,61.0,21.89,15.0,0.0,16.6786660138,2.432185
482.0,0.0,0.0,0.0,0.0,0.0,-0.25738
483.0,0.0,0.0,0.0,0.0,0.0,-0.369555
484.0,0.0,0.0,0.0,0.0,0.0,-0.565495
485.0,0.0,0.0,0.0,0.0,0.0,-0.29723
486.0,0.0,0.0,0.0,0.0,0.0,-0.14447
487.0,0.0,0.0,0.0,0.0,0.0,-0.38767
488.0,0.0,0.0,0.0,0.0,0.0,-0.52431
489.0,0.0,0.0,0.0,0.0,0.0,-0.388025
490.0,8.0,2.2,0.0,0.0,3.15911379979,0.32809
491.0,0.0,0.0,0.0,0.0,0.0,-0.27855
492.0,0.0,0.0,0.0,0.0,0.0,-0.31016
